miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50
hsa-miR-542-5p	6.364447	2.812728	2.55271	4.643127	7.76046	7.443299	3.676544	5.083176	4.917164	1.621056	2.439175	1.261276	1.694396	1.75139	10.850868	2.019265	9.9232	6.659694	3.684585	7.346002	2.59302	2.918305	3.775165	10.228552	3.264736	1.408383	13.830533	4.93654	77.345419	3.532227	2.232666	2.314231	11.011783	2.442835	1.681171	4.140956	4.999542	3.08748	2.745394	2.309804	2.156574	1.078182	2.077031	15.107202	1.066388	3.23704	8.165142	5.799179	3.845004	2.759604	3.715194	3.063536	4.932012	4.069111	7.155604	2.992113	3.72548	9.610636	13.133917	6.401763	8.29053	3.1396	8.20523	7.046598	4.746995	7.856603	5.719105	2.900736	7.254106	11.382887	3.501739	2.081385	2.977502	4.622805	7.092373	10.146653	7.531577	7.15011	10.103872	2.760726	6.497515	5.817844	4.657281	8.027467	6.372205	9.04893	5.550985	6.280818	11.870511	5.081257	4.600808	1.613754	3.906647	4.155268	4.496682	5.160423	4.041508	2.966569	4.129429	4.551495
hsa-miR-543	0	0.234394	1.531626	0	0	0	0.334231	0	0.234151	0	0.221743	0	0	0.291898	0.401884	0.224363	0	0.317128	0	0	0	0.171665	0	0.365305	0	0	1.455846	0	1.089372	0.504604	0	0	0	0	0.210146	0	0.19229	1.02916	0.830003	0.209982	0	0	0	0.4721	0.266597	0	0	0	0	0	0.10927	0	0	0	0.5963	0.332457	0.33868	0	1.358682	0.457268	0.197394	2.093066	0	0	0.197791	0	0.439931	0.241728	0	0.650451	0.31834	0.756868	0.541364	0.420255	0	0.307474	0.684688	1.51669	0.315746	0.250975	1.299502	0	0	1.396081	0.831157	0.489132	0	0.930492	0.741907	0	0.328629	0	0.651108	0	0.40879	0	0.269434	0	0	0.758583
hsa-miR-544a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-544b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.544686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-545-3p	0	0	0	0.464313	0	0	0	0.282399	0	0	0.443486	0	0	0.145949	0	0.448726	0	0	0.294767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188821	0	0	0	0	0	0	0	0.10927	0.218824	0	0	0	0	0	0	0	0	0	0	0	0.22731	0	0	0	0	0	0	0	0	0	0	0	0.307474	0.684688	0	0	0	0	0	0	0	0	0.244566	0.264333	0	0	0	0.328629	0	0	0	0	0	0	0	0	0
hsa-miR-545-5p	0.374379	0.468788	1.531626	1.392938	0.431137	0.827034	0.501348	0.847196	0.702452	0	1.330458	1.261276	0.847198	0.729745	0.803768	0.448726	0	0.317128	0.589533	1.130154	0.518604	0.514995	1.617927	1.095916	1.632368	1.877844	0	0.493654	2.178744	0.504604	0.744222	2.777077	1.001071	1.465701	1.050732	0.887349	0.57687	6.174958	0.319232	0.419964	1.437716	0.359394	0.566463	1.4163	1.066388	0.80926	0.756031	0	0.769001	1.379802	0.546351	0.656472	0.704573	0	0.5963	0.664914	0.67736	0	0.452894	0.457268	0.986969	0.697688	0	0.909239	0.395582	1.510885	1.319794	0.241728	0	0.65045	0	0	0	0	0	1.844845	1.369377	0.43334	0	0	0	0.775712	0	0.69804	1.662313	1.222828	0.264333	0.930492	1.483814	0.508126	0.328629	0.268959	0.651108	1.133255	0.408789	0.245734	0.808302	0.269688	0.589918	0
hsa-miR-548a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.465246	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548b-3p	0.374379	0.234394	0.510542	0.464313	0.431137	0.413517	0.334231	1.694392	0.234151	0.540352	0.443486	0.630638	0	0.875696	0	0	0	0.317128	0.147383	1.130154	0.518604	0.514995	1.617928	0.365305	0	0.938922	0	0.493654	0	0.504604	0	1.388539	1.001071	0	0.420293	0	0	0	0.957695	0	2.875431	0.359394	0.566463	0.4721	0	0.80926	0	0	2.050669	0	1.201974	0.875296	0.704573	0	0.5963	0.664914	1.01604	0.73928	2.264469	0.457268	0.789575	1.395377	0.356749	1.136548	0.988957	1.208708	1.099828	0.483456	0.72541	1.300901	0	0.189217	0	0.420255	1.013196	1.844846	0.684689	1.08335	1.262984	0.250975	1.299502	0.387856	0.388107	0.34902	0.277052	0.733697	0.792998	0.697869	2.225721	1.524377	0.328629	0	0	0	0.40879	1.720141	0.538868	0.539376	0.294959	1.517165
hsa-miR-548b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539309	0	0	0	0	0	0	0.504604	0	0.462846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.409146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548e-3p	0.374379	0	0	0.464313	0	0.413517	0.167116	0.282399	0.702452	1.621056	0.443486	0	0	0.875695	0	0	0	0	0.147383	0.565077	0.518604	0.171665	0	1.095916	0	0	0	0	1.634058	1.009208	0.372111	0.462846	0	0	0.210146	0.295783	0.38458	0.51458	0.446924	0.419964	0.718858	1.437574	1.132926	0	0	1.21389	0.151206	0.828454	0.256334	0	0.10927	0	0	0.508639	0	0	0.33868	0	0	0.228634	0.197394	0	0	0.22731	0.197791	0	0.219966	0	0	0	0	0.189217	0	0.420255	0	0.614948	0	0	0	0	0	0	0.388107	0.69804	0.277052	0	0	0	0	0	0.328629	0.268959	0	0.377752	0.204395	0	0	0.539376	0.294959	0
hsa-miR-548j-5p	0.374379	0.234394	0.510542	1.392939	0	0	0	0	0	0	0	0	0.847198	0	0.401884	0.224363	0	0.317128	0	0	0	0.514995	0	0	0	0.469461	0	0	0	0	1.116333	0	0	0	0	0.295783	0	0	1.468467	0.209982	0	0	0.188821	0	0	0	0	0	0	0.459934	0	0.218824	0	0	0	0	0	0	0	0	0	0	0	0	0.197791	0	0.219966	0.241728	0	0.325225	0	0	0	0	0	0.307474	0	0	0	0	0.649751	0	0	0	0	0.489131	0	0	0	0	0	0	0.325554	0	0	0	0	0	0	0.379291
hsa-miR-548k	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145949	0	0	0	0.317128	0	0	0	0	0	0	0	0.938922	0	0	2.178744	0.504604	0	0	0	0	0	0.295783	0	0.51458	0.191539	0	0	0	0	0.4721	0	0	0	0	0	0	0	0	0	0	0	0	0.33868	0	0	0	0	0	0	0	0	0	0	0	0.362705	0	0	0.189217	0.270682	0	0	0	0	0.21667	0.315746	0	0	0	0	0	0.831157	0	0	0	0	0	0	0	0	0	0.204395	0.245734	0	0	0	0
hsa-miR-548l	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145949	0	0	0	0	0.147383	0	0	0	0	0	0	0	0	0	0.544686	0	0	0.462846	0	0	0	0	0	0.51458	0	0.209982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294959	0
hsa-miR-548n	0	0	0	0.464313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063846	0	0	0.359394	0	0	0	0	0.151206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269434	0	0	0
hsa-miR-548q	0.374379	0.234394	0	0	0	0.413517	0.167116	0.847196	0	0	0.443486	0	0.847198	0.875694	0	0.673088	0.551289	0	0.8843	0	0	0.171665	0.539309	0.365305	0	0	0	1.974616	0	0.504604	0.372111	0	0	0.977134	0.210146	0.591565	0.38458	0	0	0	0	0	0.188821	0.9442	0.266597	0.40463	0.453619	1.656909	0	0.459934	0	0.218824	0	0	1.1926	0	0	0	0	0.457268	0.394788	0.348844	0	0	0	0.302177	0.439932	0.241728	0.725411	0.65045	0	0.378434	1.082728	0	0	0.922423	1.027033	0.21667	0.315746	0	0	0	0.388107	1.047061	0.277052	0.489131	0	0.232623	0.741907	0	0	0	0	0.377752	0.40879	0	0.269434	0	0.294959	0
hsa-miR-548s	0.374379	0.234394	0.510542	0	1.293411	0	0	0	0.234151	0	0.221743	0.630638	0	0	0	0.673088	0	0	0.147383	0	0	0.514995	0	0	0	0	0	0.987308	0.544686	1.009208	0	0	0	0.488567	0	0.295783	0.19229	0	0.191539	0	0	0.359394	0.377642	0	0	0.80926	0.151206	0	0	1.379802	0.546352	0	0	0.762958	0.5963	0	0	0	0	0	0.197394	0	0.356749	0.22731	0.197791	0.302177	0.219966	0	0.72541	0.975676	0.31834	0.567651	0.270682	0	0.506598	0	0.342344	0	0	0	0	0.387856	0	0.34902	0	0.244566	0	0.465246	0	1.016251	0	0	0.325554	0.377752	0.204395	0.491468	0	0.809064	0.589918	0.379291
hsa-miR-548t-5p	0	0	0	0.464313	0	0	0.167116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.372111	0	0	0	0	0	0	0	0.127692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548v	0.748758	0.937576	1.021084	0.464313	0.431137	1.24055	0.501347	1.411993	1.170753	0.540352	0.221743	0.630638	1.694396	1.167593	0.401884	0.224363	1.102578	0.634256	0.589532	0	0	0.514995	0.539309	0.73061	2.448552	0.938922	0	1.480962	3.268116	2.018416	0.372111	0.925692	1.00107	0	1.471024	0	0.57687	2.5729	0.574617	0.419964	1.437716	0	0	0.4721	0.799791	0.80926	0.302412	0.414227	0.256334	0.919868	0.10927	0.437648	2.113719	0.762957	0.5963	0.332457	1.01604	0	0.452894	0.685902	0.394788	1.046533	0.713498	1.591168	0.395582	0.604354	0.659898	0	2.538937	1.951351	1.91004	1.702952	0	1.260765	1.519794	2.15232	0.342344	0.86668	0.947238	0	0	0.775712	1.552427	1.745101	0.831156	0.489132	0.528666	0.930492	0	2.540628	0.328629	1.075836	0.325554	0.755503	0.408789	0.982936	1.886038	1.078752	0.884877	0
hsa-miR-548w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548y	0	0	0	0	1.29341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.730611	0	0.469461	0	0	1.089372	0	0	0	0	0	0	0	0	0	0.063846	0	0	0	0	0	0	0	0	0.414227	0	0	0.10927	0	0	0	0.5963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325225	0	0	0	0	0	0	0	0	0	0	0.649751	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204395	0	0.269434	0	0	0
hsa-miR-549a	0	0	0	0.464313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-551a	0	0	0	0.464313	0	0.413517	0	0	0	0	0.886972	0	0	0.583797	0.401884	0.448725	0	0	0.147383	0	0	0	0	0	0	0	0	1.974616	0	0	0	0	0	0	0.840586	0.887348	0.19229	0.51458	0.127693	0	0.718858	0	0	0	0.533194	0.40463	0.302412	0	0.256334	0	0	0	0	0	0.5963	0.332457	0	1.47856	0.452894	0.685902	0	0	0.713498	0.45462	0.197791	0.906531	0.219966	0.483456	0.725411	0.650451	0	0	0.270682	0	0	0.614949	0.684688	1.51669	1.262984	0	0	1.163569	0.388107	0.34902	0	0.244566	0.528665	0.232623	0	0	0	0	0	0	0.204395	0	0	0	0	0
hsa-miR-551b-3p	3.369414	1.406364	1.021084	0.928625	0.862273	2.481099	3.843661	0.282399	0.936603	0	5.100094	10.720852	0.847198	0.875695	0.401884	4.711618	2.756444	9.830977	1.326451	0.565077	0	1.888315	1.078619	0.73061	1.632368	3.286226	0.727923	4.442887	1.634058	2.523019	1.488444	0.462846	2.669523	2.442834	9.45659	1.478913	0.76916	1.02916	0.574618	0.419964	0	1.796968	8.308126	0	4.798747	3.237041	1.814476	2.485363	0.769001	0.459934	3.715194	2.844711	3.522866	0.762958	5.366704	4.321938	6.773601	2.957119	6.793405	5.487225	5.132232	2.093067	2.140495	2.727715	2.966871	7.554427	1.759725	2.41728	5.803285	3.252254	1.27336	1.135301	2.436137	2.101276	6.079178	2.459794	5.135166	2.1667	8.840887	2.509751	3.898509	4.26642	5.821601	1.047061	3.878734	6.114142	4.757988	1.860983	2.225721	2.540629	1.971775	0.268959	1.302216	1.511007	2.452735	3.440282	2.155471	3.505946	0.589918	0.379291
hsa-miR-551b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-552-3p	0	0	0	0	0	0	0	0	0.234151	0	0.221743	0	0	0	0	0	0	0.634256	0	0	0	0	0	0	0.816184	0	0	0	0	0	0.372111	0	0	0	0	0	0	0	0	0.209982	0	0	0	0	0	0	0	0	0	0.459934	0	0.218824	0	0.254319	0	0	0	0	0	0	0	0	0	0	0	0	0	0.483456	0	0	0	0.189217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.551289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-556-3p	0	0	0	0	0	0	0	0	0.234151	0	0.221743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209982	0	0	0	0.4721	0.533194	0.40463	0.151206	0	0	0	0.10927	0	0	0.508639	0.5963	0	0	0	0	0.228634	0	0	0	0	0.197791	0.302177	0.219966	0	0	0	0	0.378434	0	0	0	0.307474	0	0.21667	0	0.250975	0	0.387856	0	0.34902	0	0	0.264333	0	0.741907	0	0	0	0	0	0	0	0.269434	0	0	0
hsa-miR-556-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.544686	0	0	0	0	0.488567	0.210146	0.295783	0	0	0	0	0	0.359394	0	0	0.266597	0	0.604825	0	0	0	0.437081	0.218824	0	0.254319	0	0.332457	0.33868	0.73928	0	0	0	0	1.070247	0.22731	0.197791	0	0	0.241728	0	0.325225	0.31834	0.378434	0	0.420255	0	0	0.342344	0.43334	0	0	0	0	0	0	0	0	0.264333	0.232623	0	0.508126	0	0	0	0.377752	0.408789	0	0.538868	0	0	0
hsa-miR-559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-561-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-570-3p	0.374379	0	0	2.785876	1.724547	0.827033	0.668463	0.282399	0.234151	0.540352	1.330459	0	0.847198	0	0.401884	0.224363	0	0	0.294767	0	0	0.171665	1.617928	1.095915	0.816184	0.938922	0.727923	0.493654	2.72343	0	0.372111	0	1.001071	0	0	0.887348	0.19229	1.54374	0.063846	0.629946	4.313146	0.359394	0.377642	0.4721	0.266597	0	0.453619	2.071136	0.512668	0	0.764892	0.218824	0	0.508639	0	0.664914	0.33868	0	0.905787	0.685903	1.381755	0.348844	0.713498	1.136548	1.582331	0.302177	0.219966	0.483456	1.450821	3.252254	0	0.189217	0.270682	0	0.506598	0.922423	0	0	0	0.250975	0	0	0.388107	1.396081	0.277052	0	0.792998	1.163115	1.483814	0	0	0	0.325554	0	0.408789	0.245734	0.269434	0.269688	0	0.758582
hsa-miR-572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-573	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388107	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269434	0	0	0
hsa-miR-574-3p	22.837137	53.676249	84.750002	123.971492	100.454807	54.584183	73.363783	97.992343	52.449755	49.712372	56.101031	81.352341	72.859065	57.795882	67.516517	81.443675	82.142045	74.20802	36.108952	47.466476	41.488332	70.554318	85.210893	67.946819	151.810215	72.296973	83.711126	89.351388	93.685999	93.856299	59.537743	60.170031	41.377608	67.42222	118.102309	64.184814	37.304277	40.137228	56.184828	43.886274	166.056116	44.564801	43.617659	107.166715	62.117117	101.562155	39.918474	226.996511	83.052093	71.749672	10.817769	6.783542	66.229878	70.44648	69.17085	58.844846	70.106776	136.027467	67.028258	37.496042	50.532746	64.885071	32.464173	61.600892	52.216943	45.930914	37.174173	100.800578	69.276718	106.673914	38.200782	61.873882	46.827974	44.547043	63.324774	65.184558	81.820313	67.817704	53.045322	30.869938	43.533349	49.257758	37.258243	81.321725	63.445008	55.02728	38.592566	53.73589	68.255436	27.946913	29.905259	63.743313	43.949776	77.061334	41.696492	52.341444	62.508655	52.589196	64.301114	59.548734
hsa-miR-574-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-576-5p	18.718964	9.141369	23.995483	25.072886	18.538871	22.329893	6.183281	17.791116	8.195275	24.315834	17.29597	6.306383	19.485564	11.821885	14.869709	17.500294	15.436089	4.756923	6.77964	29.949085	19.188353	14.76319	15.100665	14.612218	22.036967	15.96167	8.735075	15.303277	21.787442	17.661132	17.489213	11.57116	15.349757	6.839935	9.876883	12.71865	6.730153	16.466557	11.556198	8.399287	7.188577	9.703627	18.504461	22.660802	21.860958	32.775038	13.759778	23.61095	12.816681	18.397351	1.857597	4.814127	4.932012	6.866624	9.540806	5.984223	5.75756	2.957119	6.340512	3.429515	4.145264	7.325733	5.351237	5.91005	4.746994	3.626124	6.159035	5.559744	6.16599	6.179281	5.093438	8.325539	4.330911	7.144337	3.039589	6.764436	5.135165	5.63342	4.420444	4.768527	3.248757	3.878563	6.209708	6.631386	4.709891	3.91305	5.286653	7.909179	5.193349	6.605634	3.614921	8.875651	10.092171	6.421778	5.723048	6.880564	6.196979	6.202829	6.194144	8.344408
hsa-miR-577	20.216481	16.173192	6.126506	51.074396	16.814325	40.938136	38.436605	14.684732	8.663576	76.729964	241.256609	143.154893	15.249572	11.092138	4.822608	4.038528	6.615466	18.076313	10.022076	51.422016	46.155769	7.20993	26.426163	31.781575	2.448552	19.717357	78.615666	70.592533	33.225848	2.018416	12.27966	8.794081	15.683448	8.794203	11.768201	159.426797	1.53832	12.349916	9.002342	45.356149	4.313146	11.500594	9.818694	22.188703	141.829639	10.925013	9.525999	12.426816	21.275691	2.759603	21.635539	29.103583	15.50061	182.092708	8.944507	130.323048	86.363419	8.132078	26.720725	104.94319	90.801028	111.979073	15.340212	51.144652	63.88664	10.27402	33.654727	2.659008	5.803285	190.582058	274.727286	14.758909	33.293878	25.635563	9.118768	8.916756	110.2349	50.050766	12.314093	8.784128	16.243787	47.706333	14.359948	5.584325	14.96083	89.755609	22.468275	9.072293	40.80488	348.066099	9.530248	20.440893	9.766617	37.019661	41.492097	58.239071	54.156206	39.913851	61.941438	47.790704
hsa-miR-578	0	0	0	1.392938	0	0	0	0	0.234151	0	0.221743	0.630638	0	0.145949	0.401884	0	0	0	0.147383	0	0	0	0	0.365305	0.816184	0	0	0	0	0.504604	0	0.462846	0	0.488567	0	0	0	1.02916	0	0	0	0.359394	0	0	0.266597	0	0	0	0	0	0.10927	0	0	0.762958	0	0.332457	0	0	0	0	0	0	0	0.454619	0	0	0	0	0	0	0	0.189217	0.270682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.508126	0	0.268959	0	0	0.204395	0	0	0	0	0
hsa-miR-579-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145949	0	0	0	0	0	1.130154	0	0	1.078619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063846	0.209982	0	0	0	0	0.266597	0	0	0.828454	0.512668	0	0	0	0	0	0	0	0	0.73928	0	0	0	0	0	0	0	0.302177	0	0.241728	0	0.325225	0	0	0	0	0.506598	0	0	0	0	0	0	0.387856	0.776214	0	0.277052	0.244566	0	0	0	0	0	0	0	0	0	0	0.269434	0	0	0
